1538483775.549190,CLzHsI1yIHp0WDtczf,192.168.100.103,123,217.30.75.147,123,udp,-,0.002729,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-
1526852541.508070,CcJMyA4OSoIcRrRdnl,192.168.2.5,53411,51.15.137.6,22,tcp,ssh,2.608255,589,2603,SF,-,-,0,ShAdDaFf,16,1429,16,3443,(empty),Malicious,Attack
1547075100.937993,CYDVnq2yas2tLfvio7,192.168.1.194,46489,163.122.15.206,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1526858266.611104,CkQMnY1VvC5u8BeRHi,192.168.2.5,60847,17.161.89.249,22,tcp,-,2.997601,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1545466975.553788,C2agKk4alMlq2DldHa,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1533079102.670321,CYZT5tzgRAMLQtGq4,192.168.100.113,35744,128.185.250.50,50,tcp,-,3.101475,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,C&C
1545450674.570806,C1kSAh4kFHiRy0ju9,192.168.1.196,42548,139.108.165.120,23,tcp,-,3.148470,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-
1551403853.708183,CRAWy71albaGaflbj4,192.168.1.193,24159,217.198.87.141,8081,tcp,-,0.000005,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1540540932.684106,CzbTq633kbgFwtvsVd,192.168.1.132,60707,52.215.95.120,80,tcp,http,0.106189,4038,791,SF,-,-,2920,ShADCaGdfF,6,1370,8,1115,-,benign,-
1526046625.018364,CMEFSi4alxkeZDzwXg,192.168.100.103,58029,179.210.73.127,9527,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1551403730.721767,CHvnkgzosXrvi84i,192.168.1.200,51420,203.193.189.98,23,tcp,-,3.143221,0,0,S0,-,-,0,S,6,360,0,0,-,Malicious,PartOfAHorizontalPortScan
1545372521.047951,CKsHHQ3pR58Ez0RrD3,192.168.1.197,44002,41.215.11.34,52869,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545405632.263122,CeQmau42TlDgKLL4t3,192.168.1.195,49374,185.244.25.235,6667,tcp,-,3.119224,0,0,S0,-,-,0,S,3,180,0,0,-,Malicious,C&C
1551397656.985049,Cbgcxp2woId5dqZ6F3,192.168.1.200,38950,177.105.138.30,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,120,0,0,-,Malicious,PartOfAHorizontalPortScan
1545466963.255813,CLgP672Y7aFewQwLZi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1526852353.077645,CbevW74h2BhizfJjg9,192.168.2.5,51367,51.100.89.233,22,tcp,-,2.990805,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1547128828.287807,CCrWWJnxdy1sXPzkh,192.168.1.197,51388,185.244.25.183,4975,tcp,-,2.088318,67,233,S3,-,-,0,ShAdDaf,8,511,7,605,-,Benign,-
1526213965.010520,C5YQlY1ubz2a0vabAl,192.168.100.103,43763,230.156.39.13,51363,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),Benign,-
1547152237.934639,C3G3O13Gf0rLb5FgN,192.168.1.199,123,81.2.248.189,123,udp,-,0.004994,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-
1552088483.747426,CoTIAR3YYbnW0Vrc92,192.168.1.197,63420,112.160.201.95,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1526815957.096635,CRwxZq43tQaqb2OLhc,192.168.2.5,49258,148.103.153.62,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1547070238.195603,C7cavh24tZcop2CBud,192.168.1.194,53624,198.166.166.2,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1547152641.933769,ClnQsd3f6qkCdG5I05,192.168.1.199,123,81.2.254.224,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,Benign,-
1545414032.859559,CSjUPx4Sx6Idp1f7P5,192.168.1.198,36097,117.178.54.36,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1540512125.092534,C6kNSd4e8JSs6NKBN9,192.168.1.132,60652,52.215.95.120,80,tcp,http,0.111434,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-
1526136238.012764,C3byJD3gAPshqXPQch,192.168.100.103,43763,182.107.225.152,35329,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),Benign,-
1551401208.985290,CaiPF62qopTvtsdwl4,192.168.1.200,41010,154.242.122.191,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,120,0,0,-,Malicious,PartOfAHorizontalPortScan
1545483744.759496,CMuRf94xGWVfegZql5,192.168.1.196,35062,169.203.162.231,23,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Benign,-
1547085757.533505,CqaVEJ3eD16pvHPxAd,192.168.1.194,50399,36.159.246.57,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1525930974.012003,COjSmvAZhJsSsx7te,192.168.100.103,43763,90.51.125.138,1426,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),Benign,-
1551393799.147146,CayAWO15zvzUyOpgkl,192.168.1.200,39478,54.121.53.119,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,120,0,0,-,Malicious,PartOfAHorizontalPortScan
1545461761.805519,CaixhvXjsgFntCoyk,192.168.1.196,39416,248.111.204.224,23,tcp,-,3.116487,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-
1547150539.010134,CCRG9E1RhRaYrJQN2b,192.168.1.197,33112,192.168.1.1,53,udp,dns,0.000747,39,103,SF,-,-,0,Dd,1,67,1,131,-,Benign,-
1547147019.553606,CZoLNj74Hcq1qAnQe,192.168.1.198,41161,1.52.237.133,23,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Benign,-
1551394852.158301,Cnv2pY2NrmscuLqKF,192.168.1.193,24159,217.7.26.218,8081,tcp,-,0.000005,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1545403768.537465,CnaN3t3tqyAzt8ezJf,192.168.1.197,43746,192.241.165.214,80,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545466964.158804,CYwIom4IG0mm8ZhSMe,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545395473.293633,Clj8KO2PeZV8gkY431,192.168.1.197,44002,197.209.154.184,52869,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1547145989.448742,CvDReS131pd85XvjK3,192.168.1.198,1220,45.145.123.217,52869,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545437405.879930,CEk0qx2lam34jZFysa,192.168.1.196,48190,212.150.189.128,23,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Benign,-
1547146692.254017,Cpgwbz31186b6soz2k,192.168.1.198,22568,45.122.224.192,52869,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1547153801.009749,CApGeR1VtlGPjtxd03,192.168.1.197,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,Benign,-
1526780724.611491,CrbfFy48BINkQ4kFk6,192.168.2.5,59509,32.65.96.162,22,tcp,-,2.994095,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1545458479.368924,Col9bz2Cb4xVc61f1c,192.168.1.195,53578,185.244.25.235,6667,tcp,irc,32.000995,62,269,S3,-,-,0,ShAdDaf,7,434,6,589,-,Malicious,C&C
1569018335.878906,CB6rpb2ANANMzip5H2,192.168.1.195,29760,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545477562.428857,C8xBscIL028zv5Toi,192.168.1.196,56722,155.127.222.243,23,tcp,-,3.134746,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-
1545455229.735039,CUC0rTDvA6cftR1Bl,192.168.1.198,36097,178.151.129.108,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1551383514.743523,C2OP994RO0EkTeO9Z7,192.168.1.193,30535,217.30.14.211,8081,tcp,-,0.000006,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1551393875.062139,CykII92L8ZSXScFlR,192.168.1.200,56524,121.151.106.158,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,120,0,0,-,Malicious,PartOfAHorizontalPortScan
1533090228.475135,CT3EBZ2ObtvV2dsgq1,192.168.100.113,123,37.157.198.150,123,udp,-,0.004734,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1545373138.828280,Cx13uhaL5LXYQcAOl,192.168.1.197,38114,109.240.214.164,8081,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545396818.133107,C7tIyT37UchXcoyf9a,192.168.1.198,36097,206.221.235.205,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1538560331.548941,Ccdh6S2Ef7oohNZpN6,192.168.100.103,123,217.30.75.147,123,udp,-,0.002994,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-
1545431452.236449,CcgWdA18hnUd58CB5j,192.168.1.198,36097,216.138.175.156,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1552097958.013110,CtpfPFdHVFivIIhpe,192.168.1.197,63420,18.100.212.240,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1545443149.575222,CKfOaL32xqwZEdqZgc,192.168.1.196,50106,134.216.170.202,23,tcp,-,3.109493,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-
1551395476.459967,CfLfiI37FTe79pj0y6,192.168.1.193,24159,217.105.212.232,8081,tcp,-,0.000005,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1526164565.014998,Ckg2lJ1AAuExSGhhkg,192.168.100.103,43763,78.97.61.225,10548,udp,-,-,-,-,S0,-,-,0,D,1,40,0,0,(empty),Benign,-
1562161392.524429,CG0bgj4yO0GxKOL7ja,::,135,ff02::1:ffd5:cdf,136,icmp,-,135.423985,96,0,OTH,-,-,0,-,4,288,0,0,-,benign,-
1540508524.789975,C5W5gO2xRPGto6EX31,192.168.1.132,45544,192.168.1.1,53,udp,dns,0.132166,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-
1545405404.012954,CZ9dNblHk0WeMDRs4,192.168.1.197,38370,41.147.98.106,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1547129593.449083,Cz7n3V1Q6XoBXkuCUa,192.168.1.197,51734,185.244.25.183,4975,tcp,-,3.154953,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-
1552054716.216750,Ctgxiihpgug4Wy3h8,192.168.1.197,63420,166.64.17.28,23,tcp,-,0.000006,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1552060181.945674,CiOQuw2KmoVmqHX458,192.168.1.197,63420,20.236.120.131,2323,tcp,-,0.000006,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1569018201.830901,CepzSO9E7IdQbso3h,192.168.1.195,28383,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545461695.796834,C7XzNK1gS96PMFSyQ7,192.168.1.198,36097,218.235.176.167,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1545416433.387939,Cg3KPAg8TJIEcGA1k,192.168.1.198,36097,85.34.27.223,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1547156070.935422,Cn3urR1bpYhoK0r2Bh,192.168.1.199,123,81.2.254.224,123,udp,-,0.005486,48,48,SF,-,-,0,Dd,1,76,1,76,-,Benign,-
1551410222.841082,CnfEFW2RnXErYcEN23,192.168.1.200,41648,179.167.205.207,23,tcp,-,3.102464,0,0,S0,-,-,0,S,6,360,0,0,-,Malicious,PartOfAHorizontalPortScan
1547080147.493981,CrWOm72qVrDIoU57me,192.168.1.194,41505,122.65.126.143,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545404018.786071,CBjnlk18rma3upfGm4,192.168.1.197,38370,197.134.52.80,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1547148381.558120,CvL5F11a1pzKtCbGk8,192.168.1.198,30496,156.241.65.30,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1552061687.732346,C9qFj12kP7otfgAGB6,192.168.1.197,63420,79.17.186.111,23,tcp,-,0.000006,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1545337925.423834,Clh48N3USdXLxGkpol,192.168.1.197,43746,52.174.83.253,80,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545431569.241239,ClViVj3iF4F9Fk0Aqb,192.168.1.196,41026,136.119.176.125,23,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,Benign,-
1551397989.115651,CL4oOD1PN9czF29J7b,192.168.1.193,24159,197.5.31.240,8081,tcp,-,0.000004,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1525980568.013631,CQYxLa454ehaM7FrB1,192.168.100.103,44018,223.202.150.156,8080,tcp,-,2.999045,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1545345265.633049,CkkwW51P2nZjvyA3Oi,192.168.1.197,38114,206.54.45.126,8081,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1569018359.916109,C6QmIS2p47tT00G956,192.168.1.195,27932,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1547072913.620627,CDVMhm43tQk5pPbbGj,192.168.1.194,57050,48.33.123.145,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1545466986.514530,CkfM033GkG1NNOHqj8,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1545345724.563184,CBaudI2WW33vMYZhx7,192.168.1.197,38370,156.31.187.56,37215,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,Okiru
1547127590.236433,Cr6bgW2kdln7RPB1C5,192.168.1.197,35066,192.168.1.1,53,udp,dns,0.003487,29,45,SF,-,-,0,Dd,1,57,1,73,-,Benign,-
1547129238.280601,CI8icWAXyHHhrs1Qb,192.168.1.197,51586,185.244.25.183,4975,tcp,-,3.122972,0,0,S0,-,-,0,S,3,180,0,0,-,Benign,-
1547068522.013652,CNgGKu27kH6DaDU31k,192.168.1.194,34990,140.135.220.205,22,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,Malicious,PartOfAHorizontalPortScan
1538510046.549355,CeMAfy3CEQ2waJ8qbb,192.168.100.103,123,185.189.115.149,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,Benign,-
1533062978.477030,CoGbFv44McibTFGqjk,192.168.100.113,123,147.251.48.140,123,udp,-,0.004978,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-
1526110616.010691,C7uKCK1xo9TwegYo31,192.168.100.103,36477,35.165.231.30,23,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan
1569018350.724808,Cs4gGa2DJLuXNblLwk,192.168.1.195,2278,162.248.88.215,62336,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,Malicious,DDoS
1547129224.075928,CihfCF2mFdBZ49onL,192.168.1.197,51582,185.244.25.183,4975,tcp,-,4.307549,67,233,S3,-,-,0,ShAdDaft,11,687,8,657,-,Benign,-
1552076057.594321,CPrJks37zUIUdc7Zii,192.168.1.197,63420,93.173.111.231,23,tcp,-,0.000007,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1552056566.375697,Cxmwhe2sVb4MhWKAkg,192.168.1.197,63420,36.18.49.228,23,tcp,-,0.000002,0,0,S0,-,-,0,S,2,80,0,0,-,Malicious,PartOfAHorizontalPortScan
1533124893.694205,CgJpoi33JmJEmv0rC8,192.168.100.113,47212,178.128.185.250,50,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,C&C
1551391208.297946,Cj7k4x1xSzOpKuWhYi,192.168.1.193,24159,217.83.40.43,8081,tcp,-,0.000009,0,0,S0,-,-,0,S,4,160,0,0,-,Malicious,PartOfAHorizontalPortScan
